,bullishHorn,bearHorn,bullishHigh,bearHigh,bullishLow,bearLow,bullishHarami,bearHarami,is_EMA8_above_EMA24,is_EMA8_above_EMA48,is_EMA24_above_EMA48,is_price_above_EMA8,is_price_above_EMA24,is_price_above_EMA48,%Distance_price_EMA8,%Distance_price_EMA24,%Distance_price_EMA48,Dif_price_EMA8,Dif_price_EMA24,Dif_price_EMA48,target_up
304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.6913118158685956,9.193216337512569,14.658765299871147,-1.645895851142079,-6.024751479788144,-10.221824491531699,0
305,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5424918684652488,6.7848751573252155,12.447887821212055,-0.3312523286660607,-4.4203713614050955,-8.634403083714083,0
306,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.8608946147771321,3.712217617397899,9.488898254650767,1.1423592999264045,-2.410741652492689,-6.5554478558073725,1
307,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.1017946886736694,3.8103259323454783,9.514833729773759,0.6785016777205399,-2.4662823202932813,-6.546858147407072,0
308,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.8301404407701967,6.555967058826216,12.14423855499895,-1.1211653617729098,-4.219379734669829,-8.313108835268011,1
309,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.1351017061141306,5.731130873219343,11.381126570833377,-0.6931286147122648,-3.6702293558962467,-7.7531860256652365,0
310,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.050048935616067,3.0973327359906557,8.80930985749877,0.643122188557129,-1.978211007424548,-5.9787702695156355,1
311,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.2773993309666705,7.507734060683574,13.044285526018351,-1.988682742233344,-4.7639541268305905,-8.804126585045609,0
312,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.24202028655595947,4.313467569279724,9.996160412336721,-0.14675324395926026,-2.726837796684137,-6.718243867288628,0
313,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6954292561855091,2.9718876186357748,8.635011533750685,0.4225252546983498,-1.8738907729494088,-5.782193097195211,0
314,0,0,1,0,0,0,0,0,0,0,0,1,1,0,6.843490962084089,4.586615932406633,1.0779549711228882,4.240852975876493,2.9036204888865385,-0.7214913381260146,0
315,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4.449600203439458,3.265773551404366,1.9671058337037979,2.792885647903944,2.0733308497756227,-1.3155120998351464,0
316,0,0,1,0,0,0,0,0,1,0,0,1,1,1,5.732132641423133,5.74350772750717,0.852354244263852,3.6577999483697283,3.664664381793571,0.5702230879132202,0
317,0,0,1,0,0,0,0,0,1,0,0,1,1,1,5.22029463530206,6.244831839249158,1.8054719668245336,3.3816221820653425,4.006291231250074,1.2087854108555405,0
318,0,0,1,0,0,0,0,0,1,0,0,1,1,1,5.857594431204105,7.955633496784692,3.988601710504812,3.8590394749397063,5.139387932750068,2.674957434902268,0
